record_id,visit_date,month,week_number,quarter,season,city,store_type,retailer_id,salesperson_name,consumer_demographic,product_category,retailer_feedback,trend_signal_type,trend_label
CTR-0247,2026-02-07,2,6,Q1,Winter,Kolkata,Wholesale Depot,RTL-0013,Kavita Joshi,working professionals,makhana,Customers asking if we have portion-sized packs. Said big pack goes stale before finishing.,buying_behavior_change,convenience_format_preference
CTR-0248,2026-04-02,4,14,Q2,Post-Festive,Bangalore,Supermarket,RTL-0023,Priya Sharma,urban youth,bhujia,Retailer confirmed single-serve premium packs sell despite higher per-gram cost.,buying_behavior_change,convenience_format_preference
CTR-0249,2025-05-15,5,20,Q2,Summer,Delhi,College Canteen,RTL-0061,Ravi Kumar,office-goers,popcorn,Owner said customer feedback is packaging matters more than brand for convenience format.,buying_behavior_change,convenience_format_preference
CTR-0250,2025-09-30,9,40,Q3,Monsoon,Kochi,Convenience Store,RTL-0011,Deepa Nair,college students,biscuits,Working mothers buying mini packs for tiffin box in bulk. Monthly purchase confirmed.,buying_behavior_change,convenience_format_preference
CTR-0251,2025-03-21,3,12,Q1,Holi,Bhubaneswar,Departmental Store,RTL-0076,Rekha Pillai,working professionals,makhana,Retailer said office crowd buys 5-pack strip of single-serve. Easy desk snacking.,buying_behavior_change,convenience_format_preference
CTR-0252,2025-10-24,10,43,Q4,Diwali,Coimbatore,Wholesale Depot,RTL-0017,Deepa Nair,urban youth,popcorn,Customers asking if any snack comes in cup format so they can eat with spoon.,buying_behavior_change,convenience_format_preference
CTR-0253,2025-09-17,9,38,Q3,Monsoon,Ahmedabad,Wholesale Depot,RTL-0031,Suresh Patel,college students,puffs,Owner near IT park said professionals buying snacks for long meetings. Convenient format wins.,buying_behavior_change,convenience_format_preference
CTR-0254,2026-05-15,5,20,Q2,Summer,Pune,Departmental Store,RTL-0027,Vikram Iyer,urban youth,biscuits,Commuter customer in store asked specifically for something that fits in shirt pocket.,buying_behavior_change,convenience_format_preference
CTR-0255,2025-05-01,5,18,Q2,Summer,Ahmedabad,Medical Store,RTL-0064,Arjun Mehta,urban youth,biscuits,Retailer confirmed resealable demand up after customer complained about stale chips incident.,buying_behavior_change,convenience_format_preference
CTR-0256,2025-04-11,4,15,Q2,Post-Festive,Bhopal,Supermarket,RTL-0081,Harish Babu,college students,namkeen,Customers want snack that does not create smell or mess at office desk. Format matters.,buying_behavior_change,convenience_format_preference
CTR-0257,2025-08-11,8,33,Q3,Monsoon,Surat,Hypermarket,RTL-0041,Suresh Patel,college students,popcorn,Owner said cab drivers are new customer segment - need one-hand eating packs while driving.,buying_behavior_change,convenience_format_preference
CTR-0258,2026-03-30,3,14,Q1,Ramadan,Jaipur,Supermarket,RTL-0084,Naresh Yadav,college students,puffs,Retailer told me hospital visitors buying small convenience packs for patient rooms.,buying_behavior_change,convenience_format_preference
CTR-0259,2025-12-23,12,52,Q4,Post-Festive,Surat,General Store,RTL-0059,Arjun Mehta,office-goers,bhujia,Customer asked for snack that works in a bag without crumbling during long commute.,buying_behavior_change,convenience_format_preference
CTR-0260,2025-11-06,11,45,Q4,Diwali,Ahmedabad,General Store,RTL-0032,Suresh Patel,urban youth,popcorn,Owner near airport said travelers want small packs within carry-on limits.,buying_behavior_change,convenience_format_preference
CTR-0261,2025-10-28,10,44,Q4,Diwali,Surat,Petrol-pump Store,RTL-0060,Arjun Mehta,working professionals,rice crisps,Retailer said work-from-home ended and convenience format demand went up immediately.,buying_behavior_change,convenience_format_preference
CTR-0262,2025-11-25,11,48,Q4,Post-Festive,Kochi,Convenience Store,RTL-0011,Deepa Nair,college students,biscuits,Customer asked for 10-pack multipack of single-serves. Wants weekly office snack supply.,buying_behavior_change,convenience_format_preference
CTR-0263,2026-04-04,4,14,Q2,Post-Festive,Bangalore,College Canteen,RTL-0024,Priya Sharma,office-goers,namkeen,Owner told me gym-goers want protein snack in convenient single-serve format after workout.,buying_behavior_change,convenience_format_preference
CTR-0264,2025-09-06,9,36,Q3,Onam,Kochi,Kirana Store,RTL-0012,Deepa Nair,college students,bhujia,Retailer near university said students want packs that fit in their laptop bag side pocket.,buying_behavior_change,convenience_format_preference
CTR-0265,2026-04-03,4,14,Q2,Post-Festive,Coimbatore,Petrol-pump Store,RTL-0018,Deepa Nair,working professionals,biscuits,"Customer complaint - opened big pack, ate half, rest went stale. Now wants single-serve only.",buying_behavior_change,convenience_format_preference
CTR-0266,2025-01-20,1,4,Q1,Winter,Bhopal,Wholesale Depot,RTL-0039,Sunita Verma,working professionals,namkeen,Owner said convenience format customers are repeat buyers. They come back on fixed schedule.,buying_behavior_change,convenience_format_preference
CTR-0267,2025-02-21,2,8,Q1,Winter,Jaipur,Convenience Store,RTL-0021,Ravi Kumar,college students,wafers,Retailer told me shared office spaces created new demand for desk-friendly small snack packs.,buying_behavior_change,convenience_format_preference
CTR-0268,2025-09-20,9,38,Q3,Monsoon,Patna,Convenience Store,RTL-0067,Rajesh Gupta,office-goers,roasted nuts,Customer asked if we do subscription delivery of single-serve packs. Wants monthly supply.,buying_behavior_change,convenience_format_preference
CTR-0269,2025-04-18,4,16,Q2,Post-Festive,Hyderabad,College Canteen,RTL-0035,Anjali Rao,urban youth,roasted nuts,Owner near coworking space said freelancers snacking all day. Convenience format perfect.,buying_behavior_change,convenience_format_preference
CTR-0270,2025-07-02,7,27,Q3,Monsoon,Kolkata,Supermarket,RTL-0014,Kavita Joshi,premium shoppers,rice crisps,Festival week retailer sold 3x normal volume. All gift packs. Regular stock sat untouched.,seasonal_pattern,festive_gifting_trend
CTR-0271,2025-01-07,1,2,Q1,Winter,Mumbai,Petrol-pump Store,RTL-0015,Meena Reddy,middle-income families,chips,Owner getting corporate office orders for Diwali snack gifts. Cannot fulfill alone.,seasonal_pattern,festive_gifting_trend
CTR-0272,2025-02-25,2,9,Q1,Holi,Delhi,College Canteen,RTL-0071,Amit Singh,premium shoppers,popcorn,Customers replacing mithai with snack hampers as festival gift. Owner confirmed new trend.,seasonal_pattern,festive_gifting_trend
CTR-0273,2025-08-25,8,35,Q3,Onam,Ahmedabad,Medical Store,RTL-0032,Suresh Patel,middle-income families,bhujia,Housing society placed order for 80 snack boxes for colony celebration. First time.,seasonal_pattern,festive_gifting_trend
CTR-0274,2025-08-29,8,35,Q3,Onam,Pune,Supermarket,RTL-0028,Vikram Iyer,working professionals,puffs,Retailer said wedding return gifts now include snack assortments. Mithai being replaced.,seasonal_pattern,festive_gifting_trend
CTR-0275,2025-08-28,8,35,Q3,Onam,Vizag,College Canteen,RTL-0033,Anjali Rao,working professionals,bhujia,Customer asked for variety gift pack with 6 different flavors inside. Couldn't provide.,seasonal_pattern,festive_gifting_trend
CTR-0276,2025-05-17,5,20,Q2,Summer,Lucknow,College Canteen,RTL-0079,Amit Singh,working professionals,puffs,Owner told me festival season all customers asking for something gift-ready. Pouches not ok.,seasonal_pattern,festive_gifting_trend
CTR-0277,2026-02-17,2,8,Q1,Winter,Surat,Kirana Store,RTL-0059,Arjun Mehta,middle-income families,chips,Corporate gifting is real - 3 offices asked for bulk snack hampers in same week.,seasonal_pattern,festive_gifting_trend
CTR-0278,2025-09-06,9,36,Q3,Onam,Jaipur,Hypermarket,RTL-0083,Naresh Yadav,middle-income families,roasted nuts,Retailer near office complex said employees receiving snack boxes as team gifts now.,seasonal_pattern,festive_gifting_trend
CTR-0279,2026-03-14,3,11,Q1,Holi,Kochi,Kirana Store,RTL-0012,Deepa Nair,homemakers,popcorn,Festival order came for 150 pieces with branding on pack. Big opportunity missed.,seasonal_pattern,festive_gifting_trend
CTR-0280,2026-02-06,2,6,Q1,Winter,Surat,Departmental Store,RTL-0042,Suresh Patel,homemakers,wafers,Owner said teacher's day and other occasions now driving snack gifting round the year.,seasonal_pattern,festive_gifting_trend
CTR-0281,2025-04-18,4,16,Q2,Post-Festive,Chennai,General Store,RTL-0053,Priya Sharma,middle-income families,chips,Customer brought competitor's gift pack as reference and asked if we have same thing.,seasonal_pattern,festive_gifting_trend
CTR-0282,2025-03-15,3,11,Q1,Holi,Delhi,Departmental Store,RTL-0061,Ravi Kumar,middle-income families,rice crisps,"Retailer confirmed snack gifting trend started 2 years ago, now mainstream in this area.",seasonal_pattern,festive_gifting_trend
CTR-0283,2025-04-17,4,16,Q2,Post-Festive,Ahmedabad,College Canteen,RTL-0064,Arjun Mehta,working professionals,biscuits,"Festival sales 5x for gift packs, 1x for regular. Clear consumer behavioral shift.",seasonal_pattern,festive_gifting_trend
CTR-0284,2025-12-09,12,50,Q4,Post-Festive,Surat,Departmental Store,RTL-0041,Suresh Patel,working professionals,namkeen,Owner near school said children's snack gifting at birthday parties becoming common.,seasonal_pattern,festive_gifting_trend
CTR-0285,2025-09-29,9,40,Q3,Monsoon,Vizag,Wholesale Depot,RTL-0034,Anjali Rao,middle-income families,puffs,Customers asking for branded gift packs months before festival to plan ahead.,seasonal_pattern,festive_gifting_trend
CTR-0286,2025-08-04,8,32,Q3,Monsoon,Delhi,Medical Store,RTL-0072,Amit Singh,premium shoppers,popcorn,Owner told me snack hamper gifting trend started in corporate and now spread to households.,seasonal_pattern,festive_gifting_trend
CTR-0287,2025-09-05,9,36,Q3,Onam,Ahmedabad,Wholesale Depot,RTL-0063,Arjun Mehta,working professionals,chips,Retailer said customers willing to pay rupees 500-800 for good gift snack assortment.,seasonal_pattern,festive_gifting_trend
CTR-0288,2025-10-04,10,40,Q4,Festive,Coimbatore,Convenience Store,RTL-0017,Deepa Nair,working professionals,biscuits,Festival season retailer needs gift-ready stock 3 weeks early. Last year we were late.,seasonal_pattern,festive_gifting_trend
CTR-0289,2025-09-12,9,37,Q3,Monsoon,Bhubaneswar,College Canteen,RTL-0076,Rekha Pillai,homemakers,rice crisps,Customer asking for assorted snack box that includes sweet and salty both. Gifting purpose.,seasonal_pattern,festive_gifting_trend
CTR-0290,2025-04-03,4,14,Q2,Post-Festive,Lucknow,Petrol-pump Store,RTL-0049,Naresh Yadav,premium shoppers,namkeen,Owner told me engagement ceremony snack gifting is completely new trend this year.,seasonal_pattern,festive_gifting_trend
CTR-0291,2026-02-19,2,8,Q1,Winter,Nagpur,Departmental Store,RTL-0047,Meena Reddy,homemakers,wafers,Retailer said farewell parties at offices now always have a snack hamper. Always.,seasonal_pattern,festive_gifting_trend
CTR-0292,2026-01-03,1,1,Q1,New Year,Bangalore,Kirana Store,RTL-0024,Priya Sharma,premium shoppers,puffs,Customer wanted snack box for get-well-soon gift. Hospital visit gifting is new segment.,seasonal_pattern,festive_gifting_trend
CTR-0293,2025-06-24,6,26,Q2,Monsoon,Kochi,Supermarket,RTL-0012,Deepa Nair,working professionals,wafers,Owner confirmed new year gifting with snack assortment gaining momentum every year.,seasonal_pattern,festive_gifting_trend
CTR-0294,2025-05-09,5,19,Q2,Summer,Indore,Petrol-pump Store,RTL-0005,Harish Babu,working professionals,bhujia,Retailer told me school teacher gifting from students is now snack boxes not sweets.,demographic_preference,youth_driven_consumption
CTR-0295,2025-07-26,7,30,Q3,Monsoon,Vizag,Hypermarket,RTL-0033,Anjali Rao,homemakers,roasted nuts,Customer asked for gift hamper to send by courier to family in another city.,seasonal_pattern,festive_gifting_trend
CTR-0296,2026-02-10,2,7,Q1,Winter,Bhopal,College Canteen,RTL-0039,Sunita Verma,middle-income families,roasted nuts,Owner near tech park said project completion celebrations include snack gifting internally.,seasonal_pattern,festive_gifting_trend
CTR-0297,2025-03-07,3,10,Q1,Holi,Bangalore,College Canteen,RTL-0024,Priya Sharma,middle-income families,popcorn,Retailer said festive gifting has become 30% of his total annual revenue now.,seasonal_pattern,festive_gifting_trend
CTR-0298,2026-03-30,3,14,Q1,Ramadan,Patna,Petrol-pump Store,RTL-0068,Rajesh Gupta,homemakers,makhana,Customer wanted snacks packaged specifically to look like a corporate gift. Very specific.,seasonal_pattern,festive_gifting_trend
CTR-0299,2025-01-24,1,4,Q1,Winter,Surat,Hypermarket,RTL-0042,Suresh Patel,homemakers,chips,Owner told me snack gifting trend strongest in 25-40 age group. They want modern gifting.,seasonal_pattern,festive_gifting_trend
CTR-0300,2026-04-11,4,15,Q2,Post-Festive,Pune,General Store,RTL-0028,Vikram Iyer,premium shoppers,makhana,Retailer said even small occasions like promotions and anniversaries now trigger snack gifting.,seasonal_pattern,festive_gifting_trend
CTR-0301,2026-03-25,3,13,Q1,Holi,Vizag,Kirana Store,RTL-0033,Anjali Rao,premium shoppers,rice crisps,Customer asked if we can customize the flavor combination inside a gift box. Premium ask.,seasonal_pattern,premium_packaging_demand
CTR-0302,2025-02-22,2,8,Q1,Winter,Delhi,Wholesale Depot,RTL-0062,Ravi Kumar,working professionals,biscuits,Owner said government offices also started gifting snack hampers during national celebrations.,seasonal_pattern,festive_gifting_trend
CTR-0303,2025-07-08,7,28,Q3,Monsoon,Kolkata,Supermarket,RTL-0013,Kavita Joshi,college students,chips,Customer showed phone photo of snack and asked if I have it. Discovered it online.,buying_behavior_change,online_impulse_buying
CTR-0304,2025-04-05,4,14,Q2,Post-Festive,Chennai,Hypermarket,RTL-0054,Priya Sharma,urban youth,popcorn,"Retailer frustrated - influencer reviewed competitor product, 20 customers asked same day.",buying_behavior_change,online_impulse_buying
CTR-0305,2025-11-25,11,48,Q4,Post-Festive,Kochi,General Store,RTL-0012,Deepa Nair,college students,rice crisps,Owner told me dark store 10 min delivery is taking his customers. Zero tolerance for stockout.,buying_behavior_change,online_impulse_buying
CTR-0306,2026-02-27,2,9,Q1,Holi,Patna,Departmental Store,RTL-0068,Rajesh Gupta,college students,chips,Customers doing research online before coming. Know exactly what they want before entering.,buying_behavior_change,online_impulse_buying
CTR-0307,2025-01-08,1,2,Q1,Winter,Bangalore,Petrol-pump Store,RTL-0023,Priya Sharma,working professionals,namkeen,Retailer started stocking based on what trends on Instagram. Can't afford to miss it.,buying_behavior_change,online_impulse_buying
CTR-0308,2025-02-12,2,7,Q1,Winter,Surat,Petrol-pump Store,RTL-0059,Arjun Mehta,teenagers,namkeen,"Owner said food blogger visited city, reviewed local snack. Demand shot up in 3 days.",buying_behavior_change,online_impulse_buying
CTR-0309,2025-01-05,1,1,Q1,New Year,Indore,General Store,RTL-0006,Harish Babu,teenagers,chips,Viral reel showing snack hack - customers came same evening asking for specific product.,buying_behavior_change,online_impulse_buying
CTR-0310,2025-01-10,1,2,Q1,Winter,Bangalore,Supermarket,RTL-0024,Priya Sharma,college students,roasted nuts,"Retailer losing sales to Blinkit. If he says out of stock, customer orders online instantly.",buying_behavior_change,online_impulse_buying
CTR-0311,2025-07-07,7,28,Q3,Monsoon,Jaipur,Kirana Store,RTL-0084,Naresh Yadav,teenagers,chips,Customer buying offline but said she discovered brand through YouTube review. Credits online.,buying_behavior_change,online_impulse_buying
CTR-0312,2025-08-24,8,34,Q3,Onam,Chennai,Medical Store,RTL-0066,Anjali Rao,college students,roasted nuts,Owner confirmed limited-edition online drops creating offline panic. Customers call ahead.,buying_behavior_change,online_impulse_buying
CTR-0313,2026-03-29,3,13,Q1,Ramadan,Jaipur,General Store,RTL-0022,Ravi Kumar,college students,chips,Teenagers showing retailer phone - this one please - full discovery journey was online.,buying_behavior_change,online_impulse_buying
CTR-0314,2025-03-26,3,13,Q1,Ramadan,Bhubaneswar,Hypermarket,RTL-0075,Rekha Pillai,college students,rice crisps,Retailer asked me if brand runs influencer campaigns. Said competitor does and it works.,buying_behavior_change,online_impulse_buying
CTR-0315,2025-08-29,8,35,Q3,Onam,Indore,College Canteen,RTL-0044,Sunita Verma,college students,roasted nuts,Customer rating online deterring in-store purchase. Owner showed me 2-star review complaint.,buying_behavior_change,online_impulse_buying
CTR-0316,2025-11-19,11,47,Q4,Post-Festive,Kolkata,College Canteen,RTL-0014,Kavita Joshi,teenagers,biscuits,Online exclusive flavor launched by competitor - customers asking retailer why he doesn't have.,buying_behavior_change,online_impulse_buying
CTR-0317,2025-06-20,6,25,Q2,Monsoon,Kochi,Wholesale Depot,RTL-0011,Deepa Nair,working professionals,rice crisps,Owner told me Sunday online discovery becomes Monday morning walk-in demand consistently.,buying_behavior_change,online_impulse_buying
CTR-0318,2025-06-20,6,25,Q2,Monsoon,Lucknow,Departmental Store,RTL-0079,Amit Singh,urban youth,rice crisps,Social media food challenge - specific product needed - retailer sold out in two days.,buying_behavior_change,online_impulse_buying
CTR-0319,2025-10-27,10,44,Q4,Diwali,Bhubaneswar,Departmental Store,RTL-0076,Rekha Pillai,college students,popcorn,Customer took photo of shelf gap and posted it. Owner said he got messages asking why OOS.,buying_behavior_change,online_impulse_buying
CTR-0320,2025-11-05,11,45,Q4,Diwali,Kochi,Petrol-pump Store,RTL-0012,Deepa Nair,teenagers,bhujia,Retailer confirmed quick commerce changed everything in last 6 months in this area.,buying_behavior_change,online_impulse_buying
CTR-0321,2025-05-18,5,20,Q2,Summer,Ahmedabad,General Store,RTL-0031,Suresh Patel,working professionals,popcorn,"Online wishlist behavior - customer saw, saved, came to buy when passing the store.",buying_behavior_change,online_impulse_buying
CTR-0322,2026-02-20,2,8,Q1,Winter,Kochi,General Store,RTL-0012,Deepa Nair,teenagers,biscuits,Owner said customers trust review screenshots more than his personal recommendation now.,buying_behavior_change,online_impulse_buying
CTR-0323,2025-06-27,6,26,Q2,Monsoon,Patna,Medical Store,RTL-0067,Rajesh Gupta,teenagers,roasted nuts,Retailer told me WhatsApp forwards about snacks creating demand he can't predict.,buying_behavior_change,online_impulse_buying
CTR-0324,2025-04-13,4,15,Q2,Post-Festive,Vizag,Medical Store,RTL-0033,Anjali Rao,college students,bhujia,Owner said customer showed him a meme with competitor's product. Asked why we're not funny.,buying_behavior_change,online_impulse_buying
CTR-0325,2025-08-27,8,35,Q3,Onam,Ahmedabad,General Store,RTL-0064,Arjun Mehta,urban youth,bhujia,Customer wanted to return product because online review said it changed formula recently.,buying_behavior_change,online_impulse_buying
CTR-0326,2025-08-24,8,34,Q3,Onam,Pune,General Store,RTL-0046,Meena Reddy,urban youth,bhujia,Retailer said he now checks Instagram trends before placing weekly order. Can't ignore it.,buying_behavior_change,online_impulse_buying
CTR-0327,2025-04-30,4,18,Q2,Summer,Vizag,College Canteen,RTL-0033,Anjali Rao,college students,namkeen,Owner told me YouTube snack unboxing videos sending customers to his store asking for same.,buying_behavior_change,online_impulse_buying
CTR-0328,2025-10-29,10,44,Q4,Diwali,Surat,College Canteen,RTL-0042,Suresh Patel,urban youth,makhana,Customer bought product only because it had many reviews online. Trust factor was reviews.,buying_behavior_change,online_impulse_buying
CTR-0329,2026-02-17,2,8,Q1,Winter,Pune,Convenience Store,RTL-0028,Vikram Iyer,teenagers,biscuits,Retailer said online stock alerts from competitor driving customers to him when they're OOS.,buying_behavior_change,online_impulse_buying
CTR-0330,2026-02-04,2,6,Q1,Winter,Lucknow,Departmental Store,RTL-0080,Amit Singh,urban youth,bhujia,Owner told me customers check price comparison apps before paying at his counter.,buying_behavior_change,online_impulse_buying
CTR-0331,2025-07-11,7,28,Q3,Monsoon,Chandigarh,General Store,RTL-0052,Ravi Kumar,teenagers,roasted nuts,Customer asked for discount to match the online price they saw. Showed screenshot.,buying_behavior_change,online_impulse_buying
CTR-0332,2025-11-02,11,44,Q4,Diwali,Bangalore,Supermarket,RTL-0023,Priya Sharma,urban youth,wafers,Retailer frustrated - customer bought online from store standing inside his shop.,buying_behavior_change,online_impulse_buying
CTR-0333,2025-02-18,2,8,Q1,Winter,Hyderabad,Medical Store,RTL-0036,Anjali Rao,urban youth,chips,Owner said products that go viral online sell 5x even in offline stores that week.,buying_behavior_change,online_impulse_buying
CTR-0334,2025-04-20,4,16,Q2,Post-Festive,Mumbai,Wholesale Depot,RTL-0015,Meena Reddy,teenagers,rice crisps,Customer asked retailer to scan QR code on pack to see full ingredient list online.,buying_behavior_change,online_impulse_buying
CTR-0335,2026-02-24,2,9,Q1,Winter,Jaipur,Supermarket,RTL-0084,Naresh Yadav,urban youth,rice crisps,Retailer told me brand that responds to online comments gets more in-store sales too.,buying_behavior_change,online_impulse_buying
CTR-0336,2025-04-03,4,14,Q2,Post-Festive,Bhubaneswar,General Store,RTL-0074,Kavita Joshi,health-conscious adults,puffs,Diabetic customers asking for sugar-free namkeen regularly. Nothing to offer them now.,demographic_preference,sugar_free_demand
CTR-0337,2025-07-09,7,28,Q3,Monsoon,Surat,General Store,RTL-0060,Arjun Mehta,senior citizens,makhana,Doctor clinic next door sending patients - all asking for low sugar snack options.,demographic_preference,sugar_free_demand
CTR-0338,2026-04-18,4,16,Q2,Post-Festive,Coimbatore,Departmental Store,RTL-0017,Deepa Nair,working professionals,bhujia,Retailer near hospital said diet-conscious buyers asking every week. Big gap in portfolio.,demographic_preference,sugar_free_demand
CTR-0339,2025-11-25,11,48,Q4,Post-Festive,Bangalore,College Canteen,RTL-0024,Priya Sharma,senior citizens,puffs,Owner told me sugar awareness very high in this area. Customers checking sugar per 100g.,demographic_preference,sugar_free_demand
CTR-0340,2025-07-09,7,28,Q3,Monsoon,Delhi,Wholesale Depot,RTL-0072,Amit Singh,working professionals,biscuits,Senior customers specifically asking for diabetic-friendly snack. Loyal if we serve right.,demographic_preference,sugar_free_demand
CTR-0341,2025-01-31,1,5,Q1,Winter,Ahmedabad,General Store,RTL-0032,Suresh Patel,health-conscious adults,wafers,Nutritionist distributing pamphlets nearby - sugar-free demand jumped in last month.,demographic_preference,sugar_free_demand
CTR-0342,2025-12-30,12,1,Q4,New Year,Vizag,Hypermarket,RTL-0034,Anjali Rao,senior citizens,makhana,Retailer said post-festival season customers all cutting sugar. Demand high in Jan-Feb.,demographic_preference,sugar_free_demand
CTR-0343,2026-04-26,4,17,Q2,Summer,Indore,Kirana Store,RTL-0006,Harish Babu,senior citizens,chips,Parents buying for diabetic grandparent - asking for sugar-free specifically.,demographic_preference,sugar_free_demand
CTR-0344,2025-08-30,8,35,Q3,Onam,Pune,Departmental Store,RTL-0027,Vikram Iyer,homemakers,namkeen,Owner told me fitness community in area very aware. They avoid all added sugar in snacks.,demographic_preference,sugar_free_demand
CTR-0345,2025-09-04,9,36,Q3,Onam,Bhopal,Petrol-pump Store,RTL-0040,Sunita Verma,homemakers,wafers,Customer with fitness app showed retailer their daily sugar limit. Asked what fits.,demographic_preference,sugar_free_demand
CTR-0346,2026-04-14,4,16,Q2,Post-Festive,Surat,Convenience Store,RTL-0059,Arjun Mehta,health-conscious adults,biscuits,Retailer near medical shop selling sugar-free snacks as companion to diabetes medication.,demographic_preference,sugar_free_demand
CTR-0347,2025-02-09,2,6,Q1,Winter,Hyderabad,General Store,RTL-0055,Priya Sharma,working professionals,puffs,Corporate health drive - office employees checking sugar. Retailer seeing pattern.,demographic_preference,sugar_free_demand
CTR-0348,2026-03-08,3,10,Q1,Holi,Bhubaneswar,Wholesale Depot,RTL-0075,Rekha Pillai,homemakers,bhujia,Owner confirmed zero-sugar demand doubled after popular health influencer video.,demographic_preference,sugar_free_demand
CTR-0349,2025-09-02,9,36,Q3,Onam,Hyderabad,College Canteen,RTL-0035,Anjali Rao,senior citizens,puffs,Customer asking if biscuits are sugar-free - putting back when they see regular.,demographic_preference,sugar_free_demand
CTR-0350,2025-04-03,4,14,Q2,Post-Festive,Bangalore,College Canteen,RTL-0023,Priya Sharma,homemakers,chips,Retailer said senior customers very specific about sugar content. Read label thoroughly.,demographic_preference,sugar_free_demand
CTR-0351,2025-07-30,7,31,Q3,Monsoon,Coimbatore,Kirana Store,RTL-0018,Deepa Nair,health-conscious adults,bhujia,Fasting season - customers want permissible sugar-free snacks. Recurring every year.,demographic_preference,sugar_free_demand
CTR-0352,2025-06-21,6,25,Q2,Monsoon,Ahmedabad,Hypermarket,RTL-0031,Suresh Patel,health-conscious adults,popcorn,Owner told me 5 regular customers lost to competitor who stocks sugar-free variants.,demographic_preference,sugar_free_demand
CTR-0353,2026-04-08,4,15,Q2,Post-Festive,Kolkata,Supermarket,RTL-0013,Kavita Joshi,homemakers,roasted nuts,Health check camp nearby sent people to retailer asking for diabetes-friendly snacks.,demographic_preference,sugar_free_demand
CTR-0354,2025-10-14,10,42,Q4,Festive,Indore,Medical Store,RTL-0005,Harish Babu,senior citizens,puffs,Customer said doctor said avoid sugar - now checking every pack before buying.,demographic_preference,sugar_free_demand
CTR-0355,2026-05-12,5,20,Q2,Summer,Indore,Hypermarket,RTL-0044,Sunita Verma,homemakers,puffs,Retailer getting monthly request from same diabetic customers. Loyalty if we stock it.,demographic_preference,sugar_free_demand
CTR-0356,2025-02-19,2,8,Q1,Winter,Nagpur,Convenience Store,RTL-0048,Meena Reddy,working professionals,puffs,Owner told me PCOD and thyroid patients are a real segment asking for zero sugar snacks.,demographic_preference,sugar_free_demand
CTR-0357,2025-03-15,3,11,Q1,Holi,Surat,Kirana Store,RTL-0060,Arjun Mehta,homemakers,popcorn,Retailer near pharmacy said sugar-free snack and medicine purchase often happen together.,demographic_preference,sugar_free_demand
CTR-0358,2025-08-15,8,33,Q3,Monsoon,Hyderabad,College Canteen,RTL-0036,Anjali Rao,working professionals,biscuits,Customer asking for snacks safe for child with sugar intolerance. Very worried parent.,demographic_preference,sugar_free_demand
CTR-0359,2026-04-12,4,15,Q2,Post-Festive,Hyderabad,College Canteen,RTL-0056,Priya Sharma,homemakers,chips,Owner said Ramadan season increases sugar-free demand sharply. Customers breaking fast carefully.,demographic_preference,sugar_free_demand
CTR-0360,2026-03-08,3,10,Q1,Holi,Kochi,Departmental Store,RTL-0011,Deepa Nair,health-conscious adults,biscuits,Retailer told me corporate wellness program created a whole new group of sugar-conscious buyers.,demographic_preference,sugar_free_demand
CTR-0361,2026-03-01,3,9,Q1,Holi,Kolkata,Convenience Store,RTL-0019,Rekha Pillai,health-conscious adults,namkeen,Customer asked if we have anything certified diabetic-safe. Wants official confirmation.,demographic_preference,sugar_free_demand
CTR-0362,2025-11-10,11,46,Q4,Diwali,Delhi,Kirana Store,RTL-0058,Naresh Yadav,working professionals,biscuits,Owner near old age home said residents only allowed sugar-free snacks. Warden confirmed.,demographic_preference,sugar_free_demand
CTR-0363,2025-07-28,7,31,Q3,Monsoon,Pune,General Store,RTL-0027,Vikram Iyer,homemakers,makhana,Retailer said sugar-free customers always buy more quantity. Loyal and high-volume segment.,demographic_preference,sugar_free_demand
CTR-0364,2025-02-16,2,7,Q1,Winter,Mumbai,Hypermarket,RTL-0016,Meena Reddy,homemakers,roasted nuts,Customer showed medical report to retailer explaining why they need sugar-free. Very serious.,demographic_preference,sugar_free_demand
CTR-0365,2025-05-08,5,19,Q2,Summer,Hyderabad,Kirana Store,RTL-0036,Anjali Rao,working professionals,popcorn,Owner told me ketogenic diet followers are also asking for zero sugar. New segment growing.,demographic_preference,sugar_free_demand
CTR-0366,2025-10-22,10,43,Q4,Diwali,Kolkata,Kirana Store,RTL-0014,Kavita Joshi,homemakers,wafers,"Retailer said sugar-free demand is not seasonal. Same every month, same loyal customers.",demographic_preference,sugar_free_demand
CTR-0367,2026-05-11,5,20,Q2,Summer,Bhubaneswar,Medical Store,RTL-0076,Rekha Pillai,senior citizens,roasted nuts,Customer asked if brown sugar version available. Trying to reduce refined sugar slowly.,demographic_preference,sugar_free_demand
CTR-0368,2026-02-23,2,9,Q1,Winter,Chandigarh,College Canteen,RTL-0010,Rajesh Gupta,senior citizens,puffs,Owner told me children with diabetes are a heartbreaking but real segment. Parents desperate.,demographic_preference,sugar_free_demand
CTR-0369,2026-05-04,5,19,Q2,Summer,Bhopal,General Store,RTL-0081,Harish Babu,urban youth,namkeen,"Gym nearby sending customers - all asking for high-protein snacks. No chips, only protein.",demographic_preference,protein_snack_trend
CTR-0370,2025-03-10,3,11,Q1,Holi,Indore,General Store,RTL-0044,Sunita Verma,urban youth,makhana,Customers checking protein per serving before buying. Less than 8g they put it back.,demographic_preference,protein_snack_trend
